id,category,annotation,ally_type
1294419132369297408,generic,A,T
1294418360592195585,generic,A,T
1280527310546853888,generic,A,T
1294417936325648384,generic,A,G
1338638371724402688,generic,A,G
1333990390043578368,generic,A,G
1294416355978907648,generic,A,G
1294366307769442305,generic,A,G
1294029325948186624,generic,A,G
1272616765860839426,generic,A,T
1294008312531431426,generic,A,G
1342674098883801088,generic,A,G
1342662122115919872,generic,A,G
1342563110008225792,generic,A,T
1342552218210365442,generic,A,T
1339359050056695809,generic,A,T
1339323173242875906,generic,A,T
1338969091135180801,generic,A,G
1338856039383351299,generic,A,G
1338764802101940226,generic,A,T
1338650467262492672,generic,A,T
1338650134461247494,generic,A,T
1336625042147381249,generic,A,T
1336525774061522944,generic,A,T
1336476507888377859,generic,A,T
1336326723084767235,generic,A,T
1336323450147721219,generic,A,T
1336318782034337793,generic,A,T
1334106324641189888,generic,A,T
1333904869208379392,generic,A,T
1333836139690651652,generic,A,T
1333801791419387904,generic,A,T
1333789170226003973,generic,A,T
1294633617034027008,generic,A,T
1294415971965313024,generic,A,T
1294407092279771137,generic,A,T
1294404741691084800,generic,A,T
1294385266908520448,generic,A,T
1293561575949905922,generic,A,T
1293439811500548102,generic,A,T
1292474446880608259,generic,A,T
1290810122688581632,generic,A,T
1290634195270868992,generic,A,T
1282509356714487811,generic,A,T
1279484531595112448,generic,A,T
1279248803057582082,generic,A,T
1279141066499854340,generic,A,G
1279101548522377216,generic,A,T
1279022971441631234,generic,A,T
1278742102558588928,generic,A,T
1278720889576554499,generic,A,T
1278699561876443141,generic,A,T
1276495302724399104,generic,A,T
1276180801412005888,generic,A,T
1275555300179947521,generic,A,G
1274530106208399361,generic,A,T
1274162816505704448,generic,A,G
1274078004373680128,generic,A,G
1273986796452548610,generic,A,T
1273986319702687744,generic,A,T
1273903258088734721,generic,A,T
1273101549758222337,generic,A,T
1273015610662891522,generic,A,T
1272974743168102400,generic,A,T
1272942491226959872,generic,A,G
1272904343910584324,generic,A,T
1272884020720910340,generic,A,T
1272873730700648453,generic,A,T
1272730985629495296,generic,A,T
1272639977248051200,generic,A,T
1272607840167956480,generic,A,T
1338633762456784897,generic,A,G
1338745002160136192,generic,A,G
1338708238850809856,generic,A,G
1338636113934749699,generic,A,G
1294430275099713537,generic,A,E
1339336621003595776,generic,A,G
1339279352232546304,generic,A,G
1339021287944036352,generic,A,G
1338940399176605698,generic,A,G
1338669872243478529,generic,A,G
1338649321273778176,generic,A,G
1338620350205145090,generic,A,G
1337803170161057795,generic,A,G
1336727447736344577,generic,A,G
1336445107562799106,generic,A,G
1336332207741235201,generic,A,G
1334616170914263040,generic,A,G
1314616268469743616,generic,A,G
1296866088563613697,generic,A,G
1294436059519090689,generic,A,G
1294387812695814144,generic,A,G
1293580054048333824,generic,A,G
1293429685020393472,generic,A,G
1279711354065125381,generic,A,T
1278687349111734272,generic,A,G
1278311570968281088,generic,A,G
1275549101413871618,generic,A,G
1273668660159287297,generic,A,G
1273409764538691588,generic,A,G
1273224961210159107,generic,A,G
1272900042639147009,generic,A,G
1272620438619697152,generic,A,G
1272596636137590793,generic,A,G
1338648175285051395,generic,A,G
1339253365293912066,generic,A,G
1338663639679549441,generic,A,G
1333845985248702465,generic,A,G
1296074185073074178,generic,A,G
1295454562690543616,generic,A,G
1278709562657452032,generic,A,G
1341853219350224897,tone_policing,A,G
1287988949814857729,tone_policing,A,G
1272697537237942272,tone_policing,A,T
1281427024960159744,tone_policing,A,E
1338860147079225350,tone_policing,A,G
1336338496743682056,tone_policing,A,G
1279881287109492736,tone_policing,A,T
1273079578211147777,tone_policing,A,G
1272712501222764544,tone_policing,A,G
1272706466059825154,tone_policing,A,T
1272668359973167110,tone_policing,A,T
1272615482470744065,tone_policing,A,T
1272589151855149057,tone_policing,A,T
1272560856816115713,tone_policing,A,G
1272560819746766848,tone_policing,A,G
1272557297009483779,tone_policing,A,G
1333780260693807105,tone_policing,A,T
1334362143249096705,tone_policing,A,G
1346606423472545794,tone_policing,A,T
1307263289001467908,tone_policing,A,G
1279678556478623745,tone_policing,A,G
1344144100736557056,white_centring,A,G
1342005773086445568,white_centring,A,G
1333657729873821697,white_centring,A,T
1293100475563290624,white_centring,A,G
1272855610405662722,white_centring,A,E
1305862143632441345,white_centring,A,G
1272591230619332608,white_centring,A,T
1272599818410635269,white_centring,A,G
1334577191561142273,white_centring,A,G
1346939928639397889,racial_gaslighting,A,G
1338639477829414912,racial_gaslighting,A,G
1304833944261668871,racial_gaslighting,A,G
1280237080191393797,racial_gaslighting,A,G
1279246694237048833,racial_gaslighting,A,G
1279152546683269123,racial_gaslighting,A,G
1.27867E+18,racial_gaslighting,A,G
1273498227464179713,racial_gaslighting,A,E
1272926523335606272,racial_gaslighting,A,G
1272788303104880640,racial_gaslighting,A,E
1272703566075949057,racial_gaslighting,A,G
1272674710157918209,racial_gaslighting,A,T
1272651395129151488,racial_gaslighting,A,G
1272631389263925252,racial_gaslighting,A,T
1272602075894030338,racial_gaslighting,A,G
1272593126910287873,racial_gaslighting,A,G
1272586921508773892,racial_gaslighting,A,G
1272582392981708801,racial_gaslighting,A,E
1305868912379203590,racial_gaslighting,A,G
1333917778428846081,racial_gaslighting,A,G
1272650034300039170,racial_gaslighting,A,G
1344054378332880899,racial_gaslighting,A,G
1341742848966848519,racial_gaslighting,A,G
1339650238328557569,racial_gaslighting,A,G
1338643006090604547,racial_gaslighting,A,E
1337803172878966785,racial_gaslighting,A,G
1336430285332783104,racial_gaslighting,A,G
1336417015616196611,racial_gaslighting,A,G
1336290528200192000,racial_gaslighting,A,G
1272883811458658313,racial_gaslighting,A,G
1272547246463164417,racial_gaslighting,A,G
1339274057322258452,racial_gaslighting,A,G
1339030120452018177,racial_gaslighting,A,G
1338991749306322944,racial_gaslighting,A,G
1292826607753846786,racial_gaslighting,A,G
1275187672340787200,racial_gaslighting,A,G
1274499405257732096,racial_gaslighting,A,G
1274054358792110086,racial_gaslighting,A,G
1273460333479211009,racial_gaslighting,A,G
1273259122792726528,racial_gaslighting,A,G
1272760359204642822,racial_gaslighting,A,G
1272598741065838593,racial_gaslighting,A,G
1272598020866129920,racial_gaslighting,A,T
1272561007743778816,racial_gaslighting,A,G
1305858406432079874,racial_gaslighting,A,G
1281514027986718727,racial_gaslighting,A,G
1337363566995906563,racial_gaslighting,A,G
1338865150141497351,racial_gaslighting,A,G
1336505829554614272,racial_gaslighting,A,T
1336023042963636225,racial_gaslighting,A,G
1334529359923785731,racial_gaslighting,A,G
1333845182798647296,racial_gaslighting,A,T
1293352323507396608,racial_gaslighting,A,E
1280867860668129280,racial_gaslighting,A,G
1279170050864406530,racial_gaslighting,A,G
1279129033742172160,racial_gaslighting,A,G
1278926362045120513,racial_gaslighting,A,G
1275611475151904770,racial_gaslighting,A,G
1273685712643125256,racial_gaslighting,A,G
1273638535770365954,racial_gaslighting,A,E
1273636482754936838,racial_gaslighting,A,G
1273568564553924610,racial_gaslighting,A,T
1273296835390640130,racial_gaslighting,A,G
1273002416179490824,racial_gaslighting,A,G
1272970084781178880,racial_gaslighting,A,G
1272731205612343296,racial_gaslighting,A,T
1272688091082391552,racial_gaslighting,A,G
1272651007026065408,racial_gaslighting,A,T
1272624693355229184,racial_gaslighting,A,T
1272618790077861888,racial_gaslighting,A,G
1272594397671063554,racial_gaslighting,A,G
1272593715639418880,racial_gaslighting,A,G
1272591883060088832,racial_gaslighting,A,T
1272582625690112000,racial_gaslighting,A,T
1272569010954043393,racial_gaslighting,A,G
1272551920104648704,racial_gaslighting,A,G
1272550160812236801,racial_gaslighting,A,G
1272548023495618566,racial_gaslighting,A,G
1342678521798389764,racial_gaslighting,A,G
1334591706935783429,racial_gaslighting,A,G
1272977205270843392,racial_gaslighting,A,T
1272650656667426816,racial_gaslighting,A,T
1272567666683699201,racial_gaslighting,A,G
1273406860574388224,racial_gaslighting,A,T
1339012648982228992,racial_gaslighting,A,G
1334883156953063434,racial_gaslighting,A,G
1341853341651890176,racial_gaslighting,A,G
1338855964368257024,racial_gaslighting,A,G
1338680608940179456,racial_gaslighting,A,G
1330704594234712070,racial_gaslighting,A,G
1290634196344606728,racial_gaslighting,A,T
1274002568021258254,racial_gaslighting,A,G
1272566238020075520,racial_gaslighting,A,T
1272873055640080384,racial_gaslighting,A,G
1333766218004582400,racial_gaslighting,A,G
1281140951570878464,racial_gaslighting,A,E
1279159258454646784,racial_gaslighting,A,G
1272635287777280003,racial_gaslighting,A,G
1342560183579455489,racial_gaslighting,A,G
1272896002475921415,racial_gaslighting,A,G
1338932601399123968,racial_gaslighting,A,G
1338930091783376897,racial_gaslighting,A,G
1338650255840092161,racial_gaslighting,A,G
1339003227996631041,racial_gaslighting,A,T
1338825386512277504,racial_gaslighting,A,G
1338821806816436230,racial_gaslighting,A,G
1338685537968746496,racial_gaslighting,A,T
1293392375407087619,racial_gaslighting,A,G
1339306302426771459,racial_gaslighting,A,G
1339208767792099328,racial_gaslighting,A,G
1338642311434166272,racial_gaslighting,A,G
1294388246584020992,racial_gaslighting,A,E
1272688363682832384,racial_gaslighting,A,G
1272603052642430977,racial_gaslighting,A,G
1279302879396851713,racial_gaslighting,A,G
1273626619152863233,racial_gaslighting,A,G
1272933155117264896,racial_gaslighting,A,T
1272829780287721473,racial_gaslighting,A,G
1272698776713523204,racial_gaslighting,A,T
1272682488486408198,racial_gaslighting,A,G
1272660392649674759,racial_gaslighting,A,G
1272582821706641416,racial_gaslighting,A,G
1272571252058750977,racial_gaslighting,A,G
1272569095955918848,racial_gaslighting,A,G
1272548824888872966,racial_gaslighting,A,G
1293917626624815105,racial_gaslighting,A,G
1279169677147734016,racial_gaslighting,A,G
1274004771330981890,racial_gaslighting,A,T
1272632252766334976,racial_gaslighting,A,E
1272563446899445772,racial_gaslighting,A,T
1278752709601099777,racial_gaslighting,A,G
1338862942658330629,racial_gaslighting,A,G
1273016453311205376,racial_gaslighting,A,G
1338819885187682304,racial_gaslighting,A,G
1338791348015673346,racial_gaslighting,A,G
1338685770094133248,racial_gaslighting,A,G
1338645820007194630,racial_gaslighting,A,G
1272741195794415619,racial_gaslighting,A,G
1272796102815813632,defensiveness,A,G
1273527680948895744,defensiveness,A,G
1279069673682845699,defensiveness,A,E
1339662273682558983,defensiveness,A,G
1301370240752709632,defensiveness,A,G
1338689144579641344,generic,A,G
1294437403676073987,generic,A,G
1278870749525221377,generic,A,G
1277019782173188097,generic,A,G
1273046271088103425,generic,A,G
1272880348943331328,generic,A,G
1272568212245417990,generic,A,G
1272566859594895372,generic,A,T
1342890649570439169,generic,A,G
1338661469768962050,generic,A,G
1314306749097111552,generic,A,E
1338847199569080321,generic,A,G
1282479065425797120,generic,A,G
1273804223646294017,generic,A,T
1272656990125338625,generic,A,T
1272652334439391232,generic,A,T
1272595228097216521,generic,A,T
1272569475699793923,generic,A,T
1273022248857866240,generic,A,T
1333925339479879682,generic,A,T
1333804345524056064,generic,A,G
1273698902169051137,generic,A,G
1273019034351669248,generic,A,G
1342629013785780224,generic,A,G
1339507373816369152,generic,A,T
1339315950215196674,generic,A,G
1338667832322748416,generic,A,G
1338276108635136001,generic,A,T
1335061075583062016,generic,A,G
1333873639649730560,generic,A,T
1333786453797531648,generic,A,T
1333656291756032002,generic,A,T
1305696245550374912,generic,A,T
1294446508176060417,generic,A,T
1294409115524104195,generic,A,T
1293657824744968193,generic,A,G
1279515847443320842,generic,A,G
1279126993259261952,generic,A,T
1278724789671256064,generic,A,G
1273856512666955776,generic,A,T
1273048933816610816,generic,A,G
1272728970224472064,generic,A,G
1272658319052869634,generic,A,G
1272637476583153665,generic,A,T
1272623598918709250,generic,A,T
1272613340766928897,generic,A,T
1333672533481156613,generic,A,G
1293426809061519362,generic,A,T
1281384988630384641,generic,A,G
1276298664005242881,generic,A,G
1273647923843289088,generic,A,G
1273323683885572102,generic,A,T
1272923548768763906,generic,A,T
1272883021130203145,generic,A,G
1339328254092607488,generic,A,T
1338971887230062592,generic,A,G
1293367502018244609,generic,A,G
1278698493880807430,generic,A,E
1338938506308030464,generic,A,G
1272646297225498627,generic,A,T
1272588226709118976,generic,A,T
1272581727735754758,generic,A,E
1341730525476773895,generic,A,T
1338650713631551490,generic,A,G
1338629807177809922,generic,A,G
1279250524165062656,generic,A,T
1279052462662365185,generic,A,G
1274529185437016069,generic,A,T
1274447166594002946,generic,A,G
1273695479323332609,generic,A,G
1273069376338460672,generic,A,G
1272942626585497600,generic,A,T
1272742170366283776,generic,A,G
1272702545882906630,generic,A,G
1272593107113123852,generic,A,T
1272589391458959363,generic,A,T
1272573844981723136,generic,A,T
1272572476598284289,generic,A,T
1272561178594557952,generic,A,G
1272556210940764160,generic,A,T
1272859215154098177,generic,A,G
1272681012762378246,generic,A,G
1272660036884459520,generic,A,G
1272574771738230784,generic,A,T
1338927997156376578,generic,A,G
1333659827655090178,generic,A,G
1313567050661584896,generic,A,T
1301377406691717120,generic,A,T
1294419132369297408,generic,A,T
1294418360592195585,generic,A,T
1273720983124422658,generic,A,T
1273375294854852609,generic,A,G
1272939688345640967,generic,A,T
1272697444799852545,generic,A,T
1272612092915441664,generic,A,T
1272602447962427393,generic,A,T
1272600481836269571,generic,A,T
1296582306203725824,generic,A,T
1280527310546853888,generic,A,T
1294417936325648384,generic,A,G
1344707043064737792,generic,A,T
1341854191178768385,generic,A,G
1338638371724402688,generic,A,G
1333990390043578368,generic,A,G
1294416355978907648,generic,A,G
1294366307769442305,generic,A,G
1294029325948186624,generic,A,G
1272799692963921920,generic,A,G
1272796420110721024,generic,A,G
1272793164118704128,generic,A,G
1272674825652391950,generic,A,G
1272628446699503617,generic,A,G
1272619995164553216,generic,A,G
1272615602734141440,generic,A,G
1272597292009177088,generic,A,T
1272576205309349888,generic,A,T
1272565049186553859,generic,A,G
1272546230254489600,generic,A,G
1272616765860839426,generic,A,T
1294008312531431426,generic,A,G
1278825907877113859,generic,A,G
1272603583649890307,generic,A,G
1342552218210365442,generic,A,T
1339359050056695809,generic,A,T
1339323173242875906,generic,A,T
1338969091135180801,generic,A,G
1338939777874157568,generic,A,T
1338856039383351299,generic,A,G
1338764802101940226,generic,A,T
1338650467262492672,generic,A,T
1338650134461247494,generic,A,T
1336625042147381249,generic,A,T
1336525774061522944,generic,A,T
1336476507888377859,generic,A,T
1336326723084767235,generic,A,T
1336323450147721219,generic,A,T
1336318782034337793,generic,A,T
1334346455348219904,generic,A,T
1334193570903834624,generic,A,T
1334106324641189888,generic,A,T
1333904869208379392,generic,A,T
1333836139690651652,generic,A,T
1333801791419387904,generic,A,T
1333789170226003973,generic,A,T
1301377613269626880,generic,A,G
1295611415735263233,generic,A,T
1294633617034027008,generic,A,T
1294415971965313024,generic,A,T
1294407092279771137,generic,A,T
1294404741691084800,generic,A,T
1294385266908520448,generic,A,T
1293561575949905922,generic,A,T
1292531302911156225,generic,A,G
1288659644148092929,generic,A,G
1284185832878899202,generic,A,T
1282046261659529216,generic,A,T
1280908254265184257,generic,A,G
1280146392514789377,generic,A,T
1279484531595112448,generic,A,T
1279248803057582082,generic,A,T
1279168861032587268,generic,A,T
1279141066499854340,generic,A,G
1279101548522377216,generic,A,T
1279022971441631234,generic,A,T
1278929772676935682,generic,A,T
1278742102558588928,generic,A,T
1278720889576554499,generic,A,T
1278699561876443141,generic,A,T
1278672662806568961,generic,A,G
1277675810745470976,generic,A,T
1276651876201742343,generic,A,T
1276508403226075137,generic,A,T
1276507999616536577,generic,A,T
1276501622496075778,generic,A,T
1276180801412005888,generic,A,T
1275555300179947521,generic,A,G
1274714629210587138,generic,A,T
1274642207811780608,generic,A,T
1274348964586811393,generic,A,T
1274162816505704448,generic,A,G
1273986796452548610,generic,A,T
1273903258088734721,generic,A,T
1273734647726383117,generic,A,T
1273503458809823232,generic,A,T
1273410539515809794,generic,A,T
1273065700219904005,generic,A,G
1273007078391627776,generic,A,T
1272952069381427201,generic,A,T
1272920833732870146,generic,A,T
1272918901379051520,generic,A,T
1272918287135825920,generic,A,T
1272899753630728194,generic,A,T
1272899149428592640,generic,A,T
1272873743296221190,generic,A,T
1272872901776232448,generic,A,T
1272839428826750981,generic,A,T
1272790246128709632,generic,A,T
1272789081701920768,generic,A,T
1272768179333259264,generic,A,T
1272751248207343617,generic,A,T
1272744906373636096,generic,A,T
1272743538866876417,generic,A,T
1272743184150323206,generic,A,T
1272740647099756545,generic,A,T
1272733333622009858,generic,A,T
1272717416041242626,generic,A,T
1272713636889464840,generic,A,T
1272710712226459650,generic,A,T
1272703005725306880,generic,A,T
1272701037955014657,generic,A,T
1272698375029370880,generic,A,T
1272689017427865600,generic,A,T
1272683645623365636,generic,A,T
1272681601378508800,generic,A,T
1272678110660636675,generic,A,T
1272660088524689408,generic,A,T
1272659466891087873,generic,A,T
1272654687553101827,generic,A,T
1272647270647820288,generic,A,T
1272645981335629831,generic,A,T
1272639451378876419,generic,A,T
1272631697587286016,generic,A,T
1272628371407716369,generic,A,T
1272624505031196673,generic,A,T
1272623535631093760,generic,A,T
1272622516159123456,generic,A,T
1272621211474771968,generic,A,T
1272620343681855489,generic,A,T
1272619152675442688,generic,A,G
1272618394131460096,generic,A,T
1272615378472939521,generic,A,T
1272615302447140878,generic,A,E
1272609089558679557,generic,A,T
1272607840167956480,generic,A,T
1272607014380802048,generic,A,T
1272605986885439491,generic,A,T
1272603533766987777,generic,A,T
1272603056631398403,generic,A,T
1272599905517948928,generic,A,T
1272594178216792064,generic,A,T
1272593189241831429,generic,A,G
1272593011109621760,generic,A,T
1272592239890272256,generic,A,T
1272592080368476160,generic,A,T
1272590578123972608,generic,A,T
1272589611655626755,generic,A,T
1272588090620534785,generic,A,T
1272587946776866816,generic,A,T
1272586918392299520,generic,A,T
1272583525431009280,generic,A,T
1272583177178152966,generic,A,T
1272583117623234560,generic,A,T
1272581649516003328,generic,A,T
1272581493248925698,generic,A,T
1272581260049874945,generic,A,T
1272581150645649408,generic,A,T
1272578451292090370,generic,A,T
1272576879585787904,generic,A,T
1272576136522973186,generic,A,T
1272570135841091584,generic,A,T
1272567651022356483,generic,A,T
1272567461171343360,generic,A,T
1272559540135882758,generic,A,T
1272558425721810944,generic,A,T
1272557765458829313,generic,A,T
1272556537874124812,generic,A,T
1272556253881921538,generic,A,T
1272555021666676736,generic,A,T
1272554210257784833,generic,A,T
1272553337024634880,generic,A,T
1272552989169823744,generic,A,T
1272551343098441728,generic,A,T
1272551100491522048,generic,A,T
1272549757664342016,generic,A,T
1272549584749752321,generic,A,T
1272549473357451264,generic,A,T
1272549194805284865,generic,A,T
1272549042438852614,generic,A,G
1272548898675085312,generic,A,T
1342674098883801088,generic,A,G
1342662122115919872,generic,A,G
1342563110008225792,generic,A,T
1293439811500548102,generic,A,T
1292474446880608259,generic,A,T
1290810122688581632,generic,A,T
1290634195270868992,generic,A,T
1282509356714487811,generic,A,T
1276495302724399104,generic,A,T
1274530106208399361,generic,A,T
1274078004373680128,generic,A,G
1273986319702687744,generic,A,T
1273101549758222337,generic,A,T
1273015610662891522,generic,A,T
1272974743168102400,generic,A,T
1272942491226959872,generic,A,G
1272904343910584324,generic,A,T
1272884020720910340,generic,A,T
1272873730700648453,generic,A,T
1272730985629495296,generic,A,T
1272639977248051200,generic,A,T
1338633762456784897,generic,A,G
1338745002160136192,generic,A,G
1338708238850809856,generic,A,G
1338636113934749699,generic,A,G
1294430275099713537,generic,A,E
1277995382425993217,generic,A,G
1334988038372532229,generic,A,G
1344371683952508929,generic,A,G
1343082801764171777,generic,A,G
1339336621003595776,generic,A,G
1339320749409112086,generic,A,G
1339279352232546304,generic,A,G
1339021287944036352,generic,A,G
1338940399176605698,generic,A,G
1338669872243478529,generic,A,G
1338649321273778176,generic,A,G
1338620350205145090,generic,A,G
1338619332348293124,generic,A,G
1337803170161057795,generic,A,G
1336727447736344577,generic,A,G
1336509784498057225,generic,A,G
1336445107562799106,generic,A,G
1336332207741235201,generic,A,G
1336290535028510720,generic,A,G
1334616170914263040,generic,A,G
1314616268469743616,generic,A,G
1296866088563613697,generic,A,G
1294436059519090689,generic,A,G
1294387812695814144,generic,A,G
1293580054048333824,generic,A,G
1293429685020393472,generic,A,G
1279157461249712129,generic,A,G
1278687349111734272,generic,A,G
1276061694746193922,generic,A,G
1275549101413871618,generic,A,G
1274850717921140736,generic,A,T
1273884080183013376,generic,A,G
1273272718733963264,generic,A,G
1272900042639147009,generic,A,G
1272727093059760133,generic,A,G
1272645316295168000,generic,A,G
1272612465738575872,generic,A,G
1272602304672301057,generic,A,G
1272596636137590793,generic,A,G
1272561525937459205,generic,A,G
1279711354065125381,generic,A,T
1278311570968281088,generic,A,G
1273668660159287297,generic,A,G
1273409764538691588,generic,A,G
1273224961210159107,generic,A,G
1272620438619697152,generic,A,G
1338648175285051395,generic,A,G
1336344602035564544,generic,A,G
1339253365293912066,generic,A,G
1338663639679549441,generic,A,G
1333845985248702465,generic,A,G
1296074185073074178,generic,A,G
1295454562690543616,generic,A,G
1278709562657452032,generic,A,G
1272743815099682817,generic,A,G
1272590106558373888,generic,A,T
1346915962650505216,tone_policing,A,G
1308887104039067658,generic,A,G
1328771118564597765,generic,A,G
1272594613744791552,generic,A,G
1272594609055522817,generic,A,G
1272594607688171520,generic,A,G
1272594505569497088,generic,A,G
1353380837245370368,generic,A,G
1347971491628003329,generic,A,G
1312348541692633088,generic,A,G
1278672965643763712,generic,A,T
1275032968579473408,generic,A,T
1273151363980177408,generic,A,T
1273093445423415302,generic,A,T
1359068180203798532,generic,A,T
1358910759598661632,generic,A,G
1358844318048542720,generic,A,G
1274491175563476992,racial_gaslighting,A,G
1350138677872136193,tone_policing,A,G
1346544661205233666,tone_policing,A,G
1346533390540034048,tone_policing,A,G
1346532931649429504,tone_policing,A,G
1346524307367845890,tone_policing,A,G
1346515400054464513,tone_policing,A,G
1338151918481231873,tone_policing,A,G
1338132357052833794,tone_policing,A,G
1334949271066599426,tone_policing,A,G
1351768904989769731,tone_policing,A,G
1344294900809027584,tone_policing,A,G
1346265845337452544,tone_policing,A,G
1344178922909360128,tone_policing,A,G
1341789105244483584,tone_policing,A,G
1337540912419893255,tone_policing,A,G
1334702508187521025,tone_policing,A,G
1346915962650505216,tone_policing,A,G
1337998632042127360,tone_policing,A,G
1337685688347668480,tone_policing,A,G
1334833278839382018,tone_policing,A,G
1350666649771323394,tone_policing,A,G
1334967742672211968,tone_policing,A,E
1334602955488710659,tone_policing,A,G
1334559131274014720,tone_policing,A,G
1334799955823742976,tone_policing,A,G
1339055785238642690,tone_policing,A,G
1337007252167946241,tone_policing,A,G
1334905884040982528,tone_policing,A,G
1334726147716812800,tone_policing,A,G
1334636417792794626,tone_policing,A,G
1334364529161998337,tone_policing,A,E
1334658501591744512,tone_policing,A,G
1336338496743682056,tone_policing,A,G
1334960062184484865,tone_policing,A,G
1334898848846798858,tone_policing,A,G
1334886647834480641,tone_policing,A,G
1334799903885758465,tone_policing,A,G
1334795915819962372,tone_policing,A,G
1334717012606644226,tone_policing,A,G
1334690174048088072,tone_policing,A,G
1334648358129061891,tone_policing,A,G
1334617222803701760,tone_policing,A,G
1334584709209350145,tone_policing,A,G
1334568611201998848,tone_policing,A,E
1334561231139704833,tone_policing,A,G
1334496142705496064,tone_policing,A,G
1334473755519807491,tone_policing,A,G
1334390986236112896,tone_policing,A,G
1334382525846855680,tone_policing,A,G
1334369773866672128,tone_policing,A,G
1334360318554890240,tone_policing,A,G
1334354197005864961,tone_policing,A,G
1334349944703094791,tone_policing,A,T
1334958394717966338,tone_policing,A,G
1334933402336825345,tone_policing,A,T
1334885326851104769,tone_policing,A,G
1334742275855953920,tone_policing,A,G
1334709851373461509,tone_policing,A,G
1334653938914766859,tone_policing,A,G
1334593889072599040,tone_policing,A,G
1334536674542452737,tone_policing,A,G
1334362143249096705,tone_policing,A,G
1334322766984736771,tone_policing,A,G
1334917239833649153,tone_policing,A,G
1334782974940819459,tone_policing,A,G
1334689999053189120,tone_policing,A,G
1334934806988263424,white_centring,A,G
1334906285263888386,white_centring,A,T
1334902393025261572,white_centring,A,G
1334790680091103234,white_centring,A,G
1344144100736557056,white_centring,A,G
1341475612888879107,white_centring,A,G
1341209291076694016,white_centring,A,G
1341183944629346304,white_centring,A,G
1334929148779892737,white_centring,A,G
1334926574093619200,white_centring,A,G
1334891000309813248,white_centring,A,G
1334855849425170432,white_centring,A,G
1334849242897276929,white_centring,A,G
1334822085848428545,white_centring,A,G
1334815407723720704,white_centring,A,G
1334813870347743232,white_centring,A,G
1334806642165227520,white_centring,A,G
1334802295029166081,white_centring,A,G
1334771797078708225,white_centring,A,G
1334748050649038848,white_centring,A,G
1334747733517869058,white_centring,A,G
1334713955785183233,white_centring,A,G
1334680813527568392,white_centring,A,G
1334670829322444804,white_centring,A,G
1334657073427189765,white_centring,A,G
1334643731023220736,white_centring,A,G
1334640713921916932,white_centring,A,G
1334639040440627200,white_centring,A,G
1334635821484318725,white_centring,A,G
1334624646293934080,white_centring,A,G
1334620063505256452,white_centring,A,G
1334616400711745537,white_centring,A,G
1334610870396211201,white_centring,A,G
1334587455677157376,white_centring,A,G
1334587238114594818,white_centring,A,G
1334586488793739271,white_centring,A,G
1334579408817037314,white_centring,A,G
1334561512942288897,white_centring,A,G
1334545025947103232,white_centring,A,G
1334508242895073280,white_centring,A,G
1334505118474047492,white_centring,A,G
1334504946004213760,white_centring,A,G
1334444641215713282,white_centring,A,G
1334577191561142273,white_centring,A,G
1334571203290271744,white_centring,A,G
1279152546683269123,racial_gaslighting,A,G
1346939928639397889,racial_gaslighting,A,G
1341320735218933762,racial_gaslighting,A,G
1341207951449722880,racial_gaslighting,A,G
1334954646834561025,racial_gaslighting,A,G
1334945955209080832,racial_gaslighting,A,G
1334936680663576576,racial_gaslighting,A,E
1334924484147617795,racial_gaslighting,A,G
1334885334383878144,racial_gaslighting,A,G
1334865684606672903,racial_gaslighting,A,G
1334861804510588928,racial_gaslighting,A,G
1334840449668964353,racial_gaslighting,A,G
1334832683319484416,racial_gaslighting,A,G
1334821460565745664,racial_gaslighting,A,G
1334801139850747908,racial_gaslighting,A,G
1334792155357974529,racial_gaslighting,A,G
1334772797000716288,racial_gaslighting,A,G
1334753076872409089,racial_gaslighting,A,G
1334723607658979328,racial_gaslighting,A,G
1334682098586685440,racial_gaslighting,A,G
1334659171145428992,racial_gaslighting,A,G
1334626482774151168,racial_gaslighting,A,G
1334614855689658368,racial_gaslighting,A,G
1334584990194049024,racial_gaslighting,A,G
1334579361907818496,racial_gaslighting,A,G
1334553352303087617,racial_gaslighting,A,E
1334547080228921344,racial_gaslighting,A,G
1334491838359736321,racial_gaslighting,A,E
1334485150630105091,racial_gaslighting,A,G
1334473741699600385,racial_gaslighting,A,G
1334438466348834818,racial_gaslighting,A,G
1334417654686375936,racial_gaslighting,A,G
1334372118717472768,racial_gaslighting,A,G
1334893883696836608,racial_gaslighting,A,G
1334780024516268035,racial_gaslighting,A,G
1334593696604463104,racial_gaslighting,A,G
1334558718575390720,racial_gaslighting,A,G
1338643006090604547,racial_gaslighting,A,E
1341742848966848519,racial_gaslighting,A,G
1339650238328557569,racial_gaslighting,A,G
1337803172878966785,racial_gaslighting,A,G
1336430285332783104,racial_gaslighting,A,G
1336417015616196611,racial_gaslighting,A,G
1336290528200192000,racial_gaslighting,A,G
1334372290646175744,racial_gaslighting,A,G
1341476269226115078,racial_gaslighting,A,G
1341469380278927361,racial_gaslighting,A,G
1341263528787734529,racial_gaslighting,A,G
1341199117494743042,racial_gaslighting,A,G
1341162648306671616,racial_gaslighting,A,G
1334946766890921984,racial_gaslighting,A,G
1334935898434068480,racial_gaslighting,A,G
1334932977357258752,racial_gaslighting,A,G
1334923678451023872,racial_gaslighting,A,T
1334922193785008132,racial_gaslighting,A,G
